fournisseur,date_commande,categorie_produit,delai_prevu,delai_reel,prix,quantite
SUP_047,2024-10-25,logistique,7,7.0,8.11,1.0
SUP_014,2024-10-25,non_alimentaire,14,14.0,15.57,4.0
SUP_018,2024-10-25,alimentaire,5,5.0,2.95,10.0
SUP_041,2024-10-25,alimentaire,6,7.0,2.91,14.0
SUP_073,2024-10-25,non_alimentaire,16,16.0,15.03,10.0
SUP_079,2024-10-25,alimentaire,8,8.0,2.98,6.0
SUP_021,2024-10-25,alimentaire,8,8.0,3.08,4.0
SUP_014,2024-10-25,alimentaire,10,10.0,3.09,4.0
SUP_005,2024-10-25,non_alimentaire,17,20.0,15.2,8.0
SUP_058,2024-10-25,alimentaire,7,7.0,,8.0
SUP_068,2024-10-25,logistique,5,5.0,8.01,11.0
SUP_038,2024-10-25,alimentaire,7,7.0,3.24,6.0
SUP_032,2024-10-25,alimentaire,10,10.0,3.02,2.0
SUP_039,2024-10-25,alimentaire,4,4.0,3.2,13.0
SUP_024,2024-10-25,alimentaire,6,7.0,3.1,23.0
SUP_070,2024-10-25,alimentaire,3,7.0,3.0,4.0
SUP_067,2024-10-25,non_alimentaire,15,15.0,15.24,45.0
SUP_048,2024-10-25,alimentaire,4,5.0,3.05,13.0
SUP_038,2024-10-25,non_alimentaire,8,9.0,15.95,9.0
SUP_040,2024-10-25,alimentaire,5,5.0,2.97,6.0
SUP_059,2024-10-25,alimentaire,4,4.0,3.16,7.0
SUP_021,2024-10-25,non_alimentaire,8,8.0,15.8,9.0
SUP_077,2024-10-26,non_alimentaire,9,9.0,14.28,10.0
SUP_003,2024-10-26,alimentaire,8,7.0,3.12,11.0
SUP_054,2024-10-26,alimentaire,9,10.0,3.03,10.0
SUP_047,2024-10-26,alimentaire,7,7.0,3.08,6.0
SUP_069,2024-10-26,non_alimentaire,6,6.0,15.07,12.0
SUP_060,2024-10-26,non_alimentaire,12,10.0,15.2,25.0
SUP_035,2024-10-26,non_alimentaire,11,15.0,11.91,4.0
SUP_049,2024-10-26,alimentaire,7,7.0,3.07,16.0
SUP_041,2024-10-26,alimentaire,5,5.0,3.02,24.0
SUP_041,2024-10-26,non_alimentaire,10,10.0,15.09,14.0
SUP_059,2024-10-26,alimentaire,10,10.0,3.05,7.0
SUP_054,2024-10-26,alimentaire,4,7.0,3.06,17.0
SUP_042,2024-10-26,alimentaire,4,4.0,3.2,8.0
SUP_015,2024-10-26,alimentaire,3,3.0,3.13,13.0
SUP_033,2024-10-26,alimentaire,10,10.0,3.11,7.0
SUP_054,2024-10-26,alimentaire,2,5.0,3.44,17.0
SUP_080,2024-10-26,alimentaire,6,7.0,2.91,6.0
SUP_045,2024-10-26,non_alimentaire,11,11.0,15.29,19.0
SUP_015,2024-10-26,logistique,7,7.0,8.11,6.0
SUP_002,2024-10-26,alimentaire,7,7.0,3.13,4.0
SUP_040,2024-10-26,logistique,10,10.0,8.0,7.0
SUP_014,2024-10-26,alimentaire,7,8.0,3.03,11.0
SUP_049,2024-10-26,alimentaire,7,7.0,3.07,16.0
SUP_041,2024-10-26,non_alimentaire,5,5.0,14.74,10.0
SUP_074,2024-10-26,logistique,10,10.0,7.44,21.0
SUP_024,2024-10-26,non_alimentaire,16,16.0,15.49,3.0
SUP_028,2024-10-26,alimentaire,7,7.0,3.11,16.0
SUP_054,2024-10-26,non_alimentaire,17,17.0,13.67,14.0
SUP_013,2024-10-26,alimentaire,2,2.0,3.04,6.0
SUP_042,2024-10-26,non_alimentaire,6,6.0,15.25,19.0
SUP_016,2024-10-27,alimentaire,9,9.0,3.12,10.0
SUP_021,2024-10-27,logistique,13,14.0,9.92,17.0
SUP_043,2024-10-27,alimentaire,6,6.0,3.23,11.0
SUP_067,2024-10-27,logistique,13,13.0,8.03,4.0
SUP_033,2024-10-27,logistique,6,6.0,7.81,4.0
SUP_016,2024-10-27,non_alimentaire,19,19.0,,24.0
SUP_022,2024-10-27,alimentaire,6,6.0,3.28,7.0
SUP_041,2024-10-27,alimentaire,9,9.0,3.04,4.0
SUP_039,2024-10-27,alimentaire,3,3.0,2.72,39.0
SUP_052,2024-10-27,alimentaire,8,8.0,2.87,25.0
SUP_037,2024-10-27,non_alimentaire,9,9.0,15.49,10.0
SUP_041,2024-10-27,alimentaire,5,6.0,3.02,22.0
SUP_062,2024-10-27,non_alimentaire,9,11.0,15.79,2.0
SUP_032,2024-10-27,logistique,3,3.0,8.47,8.0
SUP_034,2024-10-27,logistique,5,10.0,7.27,3.0
SUP_010,2024-10-27,alimentaire,2,2.0,2.94,5.0
SUP_018,2024-10-27,non_alimentaire,6,6.0,15.04,27.0
SUP_014,2024-10-27,non_alimentaire,20,20.0,15.11,21.0
SUP_022,2024-10-27,alimentaire,9,9.0,3.23,3.0
SUP_029,2024-10-27,alimentaire,5,5.0,3.08,5.0
SUP_016,2024-10-27,logistique,10,10.0,8.17,7.0
SUP_017,2024-10-27,alimentaire,2,2.0,2.99,20.0
SUP_040,2024-10-27,alimentaire,10,10.0,3.07,7.0
SUP_042,2024-10-27,alimentaire,3,3.0,3.22,11.0
SUP_012,2024-10-27,non_alimentaire,7,9.0,15.34,13.0
SUP_027,2024-10-27,non_alimentaire,11,11.0,15.57,16.0
SUP_040,2024-10-27,alimentaire,10,9.0,3.01,40.0
SUP_009,2024-10-27,non_alimentaire,11,11.0,14.52,19.0
SUP_031,2024-10-28,alimentaire,9,12.0,3.11,13.0
SUP_067,2024-10-28,alimentaire,5,5.0,2.95,9.0
SUP_080,2024-10-28,non_alimentaire,15,12.0,15.59,7.0
SUP_041,2024-10-28,alimentaire,6,6.0,2.95,10.0
SUP_015,2024-10-28,alimentaire,3,3.0,2.87,2.0
SUP_045,2024-10-28,alimentaire,8,8.0,3.06,19.0
SUP_067,2024-10-28,logistique,13,13.0,8.22,18.0
SUP_025,2024-10-28,non_alimentaire,8,8.0,15.15,2.0
SUP_074,2024-10-28,alimentaire,7,7.0,3.59,16.0
SUP_076,2024-10-28,non_alimentaire,17,18.0,15.02,35.0
SUP_016,2024-10-28,alimentaire,2,2.0,3.04,12.0
SUP_045,2024-10-28,alimentaire,5,5.0,3.07,10.0
SUP_075,2024-10-28,non_alimentaire,12,12.0,12.87,10.0
SUP_079,2024-10-28,alimentaire,7,7.0,3.25,13.0
SUP_017,2024-10-28,non_alimentaire,8,8.0,14.98,4.0
SUP_039,2024-10-28,alimentaire,4,4.0,2.7,17.0
SUP_054,2024-10-28,logistique,14,14.0,10.42,8.0
SUP_038,2024-10-28,alimentaire,7,8.0,3.17,13.0
SUP_070,2024-10-28,alimentaire,6,6.0,2.7,4.0
SUP_011,2024-10-28,alimentaire,9,9.0,2.95,22.0
SUP_006,2024-10-28,alimentaire,9,10.0,3.19,12.0
SUP_054,2024-10-28,alimentaire,8,13.0,2.89,16.0
SUP_041,2024-10-28,non_alimentaire,20,20.0,15.87,11.0
SUP_024,2024-10-28,alimentaire,3,3.0,3.04,4.0
SUP_067,2024-10-28,non_alimentaire,16,16.0,15.2,4.0
SUP_018,2024-10-28,non_alimentaire,16,16.0,15.16,3.0
SUP_067,2024-10-28,non_alimentaire,19,19.0,15.54,15.0
SUP_032,2024-10-28,logistique,6,6.0,8.62,21.0
SUP_040,2024-10-28,non_alimentaire,5,5.0,15.19,
SUP_054,2024-10-28,logistique,14,14.0,10.42,8.0
SUP_078,2024-10-28,alimentaire,6,6.0,3.11,5.0
SUP_010,2024-10-28,alimentaire,7,7.0,3.16,3.0
SUP_011,2024-10-28,non_alimentaire,8,8.0,15.23,4.0
SUP_070,2024-10-28,alimentaire,9,9.0,3.64,9.0
SUP_027,2024-10-28,alimentaire,2,2.0,3.11,7.0
SUP_077,2024-10-29,alimentaire,2,2.0,,16.0
SUP_064,2024-10-29,non_alimentaire,20,,15.37,15.0
SUP_016,2024-10-29,logistique,4,4.0,7.9,11.0
SUP_077,2024-10-29,alimentaire,4,5.0,3.32,6.0
SUP_005,2024-10-29,non_alimentaire,12,12.0,15.79,10.0
SUP_056,2024-10-29,logistique,3,3.0,8.18,22.0
SUP_069,2024-10-29,alimentaire,10,11.0,3.04,13.0
SUP_070,2024-10-29,alimentaire,10,10.0,2.51,24.0
SUP_067,2024-10-29,non_alimentaire,19,19.0,15.24,12.0
SUP_034,2024-10-29,non_alimentaire,12,12.0,15.02,8.0
SUP_009,2024-10-29,non_alimentaire,20,18.0,14.15,4.0
SUP_013,2024-10-29,logistique,14,14.0,7.44,6.0
SUP_069,2024-10-29,non_alimentaire,17,17.0,15.12,9.0
SUP_026,2024-10-29,non_alimentaire,15,15.0,17.11,3.0
SUP_080,2024-10-29,alimentaire,10,10.0,3.16,38.0
SUP_002,2024-10-29,alimentaire,9,9.0,3.57,4.0
SUP_007,2024-10-29,alimentaire,2,2.0,2.95,6.0
SUP_076,2024-10-29,non_alimentaire,14,14.0,13.88,5.0
SUP_017,2024-10-29,alimentaire,8,8.0,,15.0
SUP_022,2024-10-29,alimentaire,2,2.0,3.11,1.0
SUP_065,2024-10-29,non_alimentaire,19,20.0,14.94,10.0
SUP_059,2024-10-29,non_alimentaire,5,5.0,15.66,3.0
SUP_065,2024-10-29,non_alimentaire,7,9.0,15.97,9.0
SUP_009,2024-10-29,non_alimentaire,15,15.0,14.98,13.0
SUP_046,2024-10-29,alimentaire,5,8.0,2.81,3.0
SUP_005,2024-10-29,non_alimentaire,11,11.0,14.56,17.0
SUP_076,2024-10-29,non_alimentaire,18,18.0,16.37,9.0
SUP_024,2024-10-29,alimentaire,4,5.0,3.01,8.0
SUP_021,2024-10-29,alimentaire,4,4.0,3.33,13.0
SUP_061,2024-10-29,logistique,3,0.0,8.0,6.0
SUP_010,2024-10-29,logistique,3,0.0,8.04,
SUP_010,2024-10-29,alimentaire,8,8.0,,7.0
SUP_046,2024-10-29,alimentaire,2,2.0,2.88,4.0
SUP_068,2024-10-29,alimentaire,8,8.0,3.25,16.0
SUP_023,2024-10-29,non_alimentaire,7,7.0,14.54,2.0
SUP_058,2024-10-29,non_alimentaire,17,17.0,15.07,8.0
SUP_063,2024-10-29,non_alimentaire,6,6.0,14.68,4.0
SUP_006,2024-10-29,logistique,7,7.0,8.13,17.0
SUP_076,2024-10-29,alimentaire,3,6.0,3.08,6.0
SUP_067,2024-10-29,non_alimentaire,6,6.0,16.04,10.0
SUP_010,2024-10-29,non_alimentaire,13,13.0,13.27,8.0
SUP_004,2024-10-29,non_alimentaire,8,8.0,14.96,3.0
SUP_065,2024-10-30,non_alimentaire,19,19.0,15.49,10.0
SUP_075,2024-10-30,non_alimentaire,18,17.0,14.69,11.0
SUP_074,2024-10-30,logistique,13,15.0,8.08,13.0
SUP_033,2024-10-30,non_alimentaire,13,13.0,15.42,7.0
SUP_042,2024-10-30,alimentaire,9,9.0,3.12,13.0
SUP_036,2024-10-30,alimentaire,9,9.0,3.01,19.0
SUP_010,2024-10-30,non_alimentaire,9,9.0,13.56,5.0
SUP_072,2024-10-30,non_alimentaire,19,19.0,15.96,3.0
SUP_061,2024-10-30,alimentaire,9,9.0,3.12,6.0
SUP_069,2024-10-30,logistique,5,5.0,8.29,20.0
SUP_040,2024-10-30,alimentaire,8,8.0,3.05,20.0
SUP_047,2024-10-30,alimentaire,4,4.0,3.13,5.0
SUP_016,2024-10-30,alimentaire,9,9.0,3.08,5.0
SUP_036,2024-10-30,logistique,7,8.0,8.08,16.0
SUP_053,2024-10-30,non_alimentaire,15,17.0,13.18,6.0
SUP_046,2024-10-30,non_alimentaire,18,18.0,15.99,17.0
SUP_010,2024-10-30,non_alimentaire,9,7.0,16.2,6.0
SUP_076,2024-10-30,alimentaire,2,2.0,2.97,6.0
SUP_032,2024-10-30,non_alimentaire,8,5.0,16.25,7.0
SUP_065,2024-10-30,non_alimentaire,17,17.0,,13.0
SUP_010,2024-10-30,alimentaire,2,2.0,3.02,3.0
SUP_027,2024-10-30,non_alimentaire,10,10.0,15.13,4.0
SUP_046,2024-10-30,non_alimentaire,13,13.0,14.74,4.0
SUP_016,2024-10-31,alimentaire,3,3.0,2.97,3.0
SUP_033,2024-10-31,alimentaire,5,5.0,2.98,6.0
SUP_067,2024-10-31,alimentaire,9,10.0,2.93,33.0
SUP_002,2024-10-31,alimentaire,3,4.0,3.11,13.0
SUP_049,2024-10-31,alimentaire,3,3.0,3.11,10.0
SUP_026,2024-10-31,non_alimentaire,6,6.0,14.84,5.0
SUP_067,2024-10-31,logistique,12,12.0,8.1,9.0
SUP_048,2024-10-31,alimentaire,3,3.0,2.96,19.0
SUP_042,2024-10-31,non_alimentaire,11,8.0,,12.0
SUP_011,2024-10-31,alimentaire,6,6.0,3.08,4.0
SUP_061,2024-10-31,alimentaire,10,10.0,3.12,7.0
SUP_016,2024-10-31,non_alimentaire,14,12.0,15.1,6.0
SUP_075,2024-10-31,non_alimentaire,9,9.0,14.44,25.0
SUP_070,2024-10-31,alimentaire,9,9.0,2.47,4.0
SUP_022,2024-10-31,alimentaire,8,8.0,3.17,4.0
SUP_005,2024-10-31,non_alimentaire,16,16.0,14.6,14.0
SUP_006,2024-10-31,logistique,15,15.0,8.04,6.0
SUP_080,2024-10-31,non_alimentaire,7,5.0,15.99,2.0
SUP_012,2024-10-31,non_alimentaire,5,5.0,15.36,6.0
SUP_003,2024-10-31,non_alimentaire,12,12.0,15.21,13.0
SUP_029,2024-10-31,alimentaire,9,9.0,3.0,20.0
SUP_054,2024-10-31,alimentaire,7,9.0,2.87,9.0
SUP_034,2024-10-31,alimentaire,10,10.0,2.77,7.0
SUP_009,2024-10-31,logistique,11,11.0,7.9,28.0
SUP_046,2024-10-31,non_alimentaire,13,13.0,14.86,2.0
SUP_014,2024-10-31,non_alimentaire,10,10.0,15.39,6.0
SUP_040,2024-10-31,alimentaire,2,3.0,2.82,9.0
SUP_072,2024-10-31,alimentaire,5,5.0,3.13,3.0
SUP_010,2024-10-31,non_alimentaire,16,17.0,16.59,11.0
SUP_039,2024-10-31,alimentaire,9,9.0,2.92,5.0
SUP_004,2024-10-31,logistique,13,,8.23,12.0
SUP_080,2024-10-31,logistique,5,9.0,8.21,7.0
SUP_054,2024-10-31,non_alimentaire,8,10.0,23.27,7.0
SUP_073,2024-11-01,alimentaire,9,9.0,3.07,16.0
SUP_037,2024-11-01,alimentaire,2,2.0,2.96,7.0
SUP_016,2024-11-01,non_alimentaire,7,5.0,120.16,5.0
SUP_058,2024-11-01,alimentaire,9,10.0,3.21,12.0
SUP_060,2024-11-01,alimentaire,6,6.0,2.83,5.0
SUP_021,2024-11-01,alimentaire,3,5.0,2.93,9.0
SUP_041,2024-11-01,alimentaire,4,4.0,3.0,5.0
SUP_059,2024-11-01,logistique,13,13.0,7.84,12.0
SUP_028,2024-11-01,alimentaire,7,7.0,3.03,6.0
SUP_041,2024-11-01,logistique,4,1.0,8.21,19.0
SUP_049,2024-11-01,non_alimentaire,12,12.0,15.1,7.0
SUP_066,2024-11-01,alimentaire,6,6.0,2.9,
SUP_017,2024-11-01,alimentaire,7,7.0,2.99,4.0
SUP_053,2024-11-01,non_alimentaire,11,14.0,19.95,8.0
SUP_067,2024-11-01,alimentaire,6,6.0,3.02,6.0
SUP_064,2024-11-01,alimentaire,6,6.0,2.97,3.0
SUP_067,2024-11-01,logistique,11,11.0,8.09,2.0
SUP_044,2024-11-01,alimentaire,6,6.0,5.19,10.0
SUP_063,2024-11-01,logistique,14,14.0,8.74,9.0
SUP_051,2024-11-01,non_alimentaire,20,18.0,12.6,2.0
SUP_049,2024-11-01,alimentaire,6,6.0,3.11,24.0
SUP_025,2024-11-01,non_alimentaire,8,8.0,14.95,3.0
SUP_023,2024-11-01,alimentaire,10,11.0,3.09,8.0
SUP_044,2024-11-01,non_alimentaire,7,7.0,13.72,4.0
SUP_064,2024-11-01,non_alimentaire,6,6.0,14.61,9.0
SUP_058,2024-11-01,alimentaire,9,9.0,3.05,7.0
SUP_015,2024-11-02,non_alimentaire,13,13.0,15.22,
SUP_061,2024-11-02,non_alimentaire,11,11.0,15.17,19.0
SUP_064,2024-11-02,alimentaire,5,,3.09,3.0
SUP_056,2024-11-02,logistique,7,7.0,7.31,4.0
SUP_044,2024-11-02,logistique,7,7.0,11.3,20.0
SUP_057,2024-11-02,logistique,8,8.0,8.28,6.0
SUP_003,2024-11-02,non_alimentaire,14,15.0,17.31,35.0
SUP_076,2024-11-02,non_alimentaire,12,12.0,14.46,7.0
SUP_035,2024-11-02,logistique,3,6.0,6.11,23.0
SUP_035,2024-11-02,alimentaire,10,15.0,3.99,11.0
SUP_067,2024-11-02,alimentaire,9,9.0,2.97,12.0
SUP_075,2024-11-02,alimentaire,4,7.0,3.04,18.0
SUP_053,2024-11-02,logistique,8,7.0,7.22,28.0
SUP_032,2024-11-02,non_alimentaire,13,13.0,16.21,8.0
SUP_033,2024-11-02,alimentaire,4,4.0,3.31,9.0
SUP_016,2024-11-02,alimentaire,2,0.0,3.1,2.0
SUP_011,2024-11-02,non_alimentaire,18,20.0,15.31,11.0
SUP_069,2024-11-02,alimentaire,10,10.0,3.18,6.0
SUP_078,2024-11-02,alimentaire,7,7.0,3.06,10.0
SUP_013,2024-11-02,non_alimentaire,11,11.0,18.48,11.0
SUP_066,2024-11-02,alimentaire,6,5.0,3.11,10.0
SUP_037,2024-11-02,non_alimentaire,19,19.0,15.13,3.0
SUP_015,2024-11-02,logistique,11,11.0,7.87,8.0
SUP_047,2024-11-02,non_alimentaire,19,19.0,14.87,9.0
SUP_029,2024-11-02,alimentaire,4,4.0,3.02,4.0
SUP_034,2024-11-02,non_alimentaire,11,11.0,15.87,18.0
SUP_018,2024-11-02,non_alimentaire,10,8.0,15.06,7.0
SUP_072,2024-11-02,alimentaire,10,11.0,2.99,16.0
SUP_027,2024-11-02,logistique,4,4.0,8.17,2.0
SUP_023,2024-11-02,non_alimentaire,14,14.0,14.88,32.0
SUP_046,2024-11-02,non_alimentaire,19,19.0,16.53,14.0
SUP_070,2024-11-02,non_alimentaire,15,15.0,17.1,6.0
SUP_024,2024-11-02,non_alimentaire,9,9.0,15.49,10.0
SUP_003,2024-11-02,alimentaire,5,5.0,3.11,14.0
SUP_064,2024-11-02,alimentaire,8,8.0,2.97,10.0
SUP_049,2024-11-02,alimentaire,9,9.0,3.08,9.0
SUP_053,2024-11-02,alimentaire,7,7.0,3.05,42.0
SUP_041,2024-11-02,alimentaire,9,6.0,3.1,13.0
SUP_064,2024-11-03,logistique,8,8.0,8.01,9.0
SUP_076,2024-11-03,non_alimentaire,14,14.0,14.26,2.0
SUP_073,2024-11-03,alimentaire,2,2.0,3.0,43.0
SUP_054,2024-11-03,non_alimentaire,18,18.0,14.65,26.0
SUP_067,2024-11-03,non_alimentaire,18,18.0,14.73,10.0
SUP_022,2024-11-03,non_alimentaire,12,12.0,15.51,9.0
SUP_021,2024-11-03,non_alimentaire,6,4.0,15.51,7.0
SUP_010,2024-11-03,logistique,3,3.0,8.19,6.0
SUP_016,2024-11-03,alimentaire,7,9.0,2.87,10.0
SUP_021,2024-11-03,alimentaire,6,4.0,2.91,6.0
SUP_055,2024-11-03,alimentaire,3,6.0,3.12,
SUP_068,2024-11-03,non_alimentaire,9,10.0,13.68,3.0
SUP_064,2024-11-03,non_alimentaire,10,7.0,14.95,8.0
SUP_006,2024-11-03,alimentaire,2,2.0,2.97,6.0
SUP_053,2024-11-03,alimentaire,5,5.0,3.25,14.0
SUP_067,2024-11-03,non_alimentaire,12,12.0,15.77,16.0
SUP_051,2024-11-03,non_alimentaire,8,,13.54,5.0
SUP_080,2024-11-03,alimentaire,9,9.0,3.2,10.0
SUP_018,2024-11-03,alimentaire,6,6.0,3.07,10.0
SUP_043,2024-11-03,non_alimentaire,18,18.0,15.35,30.0
SUP_032,2024-11-03,alimentaire,8,8.0,3.44,2.0
SUP_047,2024-11-03,alimentaire,4,4.0,2.95,10.0
SUP_076,2024-11-03,non_alimentaire,8,8.0,15.12,11.0
SUP_017,2024-11-03,non_alimentaire,12,12.0,15.31,14.0
SUP_001,2024-11-03,non_alimentaire,10,12.0,16.11,7.0
SUP_013,2024-11-03,alimentaire,2,2.0,2.9,25.0
SUP_032,2024-11-03,alimentaire,8,8.0,3.44,2.0
SUP_039,2024-11-03,non_alimentaire,14,14.0,13.44,13.0
SUP_009,2024-11-03,non_alimentaire,8,8.0,13.66,14.0
SUP_056,2024-11-03,alimentaire,9,12.0,2.03,5.0
SUP_015,2024-11-03,non_alimentaire,11,11.0,15.18,12.0
SUP_021,2024-11-03,alimentaire,6,6.0,2.6,7.0
SUP_078,2024-11-03,logistique,8,9.0,8.55,14.0
SUP_056,2024-11-03,alimentaire,6,6.0,3.33,3.0
SUP_061,2024-11-03,alimentaire,4,4.0,2.91,9.0
SUP_015,2024-11-03,alimentaire,8,8.0,2.98,9.0
SUP_051,2024-11-03,alimentaire,2,3.0,4.16,4.0
SUP_016,2024-11-03,non_alimentaire,19,19.0,14.74,2.0
SUP_050,2024-11-03,alimentaire,8,8.0,3.11,18.0
SUP_063,2024-11-03,alimentaire,9,9.0,2.73,6.0
SUP_080,2024-11-03,non_alimentaire,13,13.0,15.38,34.0
SUP_030,2024-11-03,alimentaire,7,7.0,3.03,19.0
SUP_041,2024-11-03,logistique,9,9.0,7.94,11.0
SUP_017,2024-11-03,alimentaire,5,5.0,3.07,5.0
SUP_076,2024-11-03,alimentaire,3,5.0,2.77,7.0
SUP_028,2024-11-04,non_alimentaire,8,8.0,16.13,7.0
SUP_007,2024-11-04,alimentaire,10,10.0,3.13,12.0
SUP_045,2024-11-04,non_alimentaire,12,12.0,15.5,12.0
SUP_044,2024-11-04,non_alimentaire,18,25.0,20.8,9.0
SUP_005,2024-11-04,alimentaire,6,6.0,3.1,8.0
SUP_008,2024-11-04,alimentaire,6,6.0,2.41,
SUP_014,2024-11-04,alimentaire,2,2.0,3.03,12.0
SUP_002,2024-11-04,non_alimentaire,18,20.0,13.85,25.0
SUP_048,2024-11-04,alimentaire,10,10.0,2.89,
SUP_025,2024-11-04,non_alimentaire,13,14.0,15.3,9.0
SUP_021,2024-11-04,alimentaire,7,7.0,2.9,14.0
SUP_044,2024-11-04,alimentaire,5,11.0,2.68,3.0
SUP_078,2024-11-04,non_alimentaire,9,10.0,16.12,52.0
SUP_065,2024-11-04,alimentaire,3,4.0,3.06,13.0
SUP_034,2024-11-04,logistique,12,12.0,8.82,5.0
SUP_015,2024-11-04,non_alimentaire,19,19.0,15.42,2.0
SUP_022,2024-11-04,logistique,13,13.0,8.38,15.0
SUP_054,2024-11-04,logistique,10,10.0,7.88,7.0
SUP_025,2024-11-04,alimentaire,6,6.0,3.22,5.0
SUP_049,2024-11-04,alimentaire,8,11.0,,16.0
SUP_006,2024-11-04,non_alimentaire,9,9.0,16.0,16.0
SUP_042,2024-11-04,logistique,5,5.0,7.8,9.0
SUP_015,2024-11-04,non_alimentaire,20,20.0,15.42,6.0
SUP_017,2024-11-04,non_alimentaire,17,17.0,15.16,5.0
SUP_063,2024-11-04,alimentaire,8,9.0,12.6,9.0
SUP_022,2024-11-04,non_alimentaire,20,20.0,14.85,7.0
SUP_063,2024-11-04,logistique,6,8.0,7.99,9.0
SUP_038,2024-11-04,alimentaire,8,9.0,2.98,12.0
SUP_076,2024-11-04,non_alimentaire,9,9.0,14.15,4.0
SUP_011,2024-11-04,alimentaire,3,3.0,3.01,40.0
SUP_040,2024-11-04,non_alimentaire,6,6.0,14.38,3.0
SUP_019,2024-11-04,logistique,14,14.0,8.14,13.0
SUP_016,2024-11-04,non_alimentaire,19,19.0,15.39,13.0
SUP_056,2024-11-04,logistique,11,11.0,11.61,13.0
SUP_018,2024-11-04,logistique,5,7.0,7.76,5.0
SUP_042,2024-11-04,alimentaire,3,4.0,3.0,9.0
SUP_061,2024-11-04,alimentaire,3,4.0,2.96,9.0
SUP_023,2024-11-04,alimentaire,9,9.0,3.11,8.0
SUP_017,2024-11-04,alimentaire,6,6.0,3.2,3.0
SUP_044,2024-11-04,alimentaire,6,9.0,3.13,19.0
SUP_076,2024-11-04,non_alimentaire,9,9.0,17.25,24.0
SUP_025,2024-11-04,alimentaire,9,9.0,3.14,9.0
SUP_067,2024-11-04,non_alimentaire,10,10.0,14.72,12.0
SUP_016,2024-11-04,alimentaire,5,2.0,2.97,5.0
SUP_072,2024-11-04,alimentaire,4,4.0,3.08,8.0
SUP_041,2024-11-04,non_alimentaire,6,7.0,15.29,7.0
SUP_059,2024-11-04,alimentaire,8,8.0,2.9,12.0
SUP_040,2024-11-04,alimentaire,9,9.0,3.25,24.0
SUP_018,2024-11-04,non_alimentaire,9,9.0,15.33,4.0
SUP_005,2024-11-05,non_alimentaire,14,14.0,14.54,9.0
SUP_038,2024-11-05,logistique,8,9.0,8.77,6.0
SUP_054,2024-11-05,logistique,8,8.0,7.05,12.0
SUP_053,2024-11-05,non_alimentaire,19,19.0,14.92,5.0
SUP_048,2024-11-05,non_alimentaire,17,17.0,16.38,6.0
SUP_041,2024-11-05,alimentaire,9,7.0,2.95,10.0
SUP_024,2024-11-05,non_alimentaire,11,12.0,14.78,11.0
SUP_074,2024-11-05,non_alimentaire,20,21.0,13.24,8.0
SUP_042,2024-11-05,non_alimentaire,12,12.0,15.6,18.0
SUP_001,2024-11-05,alimentaire,4,4.0,3.02,8.0
SUP_062,2024-11-05,alimentaire,10,10.0,3.03,8.0
SUP_074,2024-11-05,alimentaire,7,7.0,2.94,18.0
SUP_061,2024-11-05,non_alimentaire,11,11.0,14.56,4.0
SUP_020,2024-11-05,logistique,10,10.0,7.85,12.0
SUP_037,2024-11-05,alimentaire,2,,3.07,11.0
SUP_021,2024-11-05,alimentaire,9,14.0,2.72,25.0
SUP_018,2024-11-05,alimentaire,4,5.0,2.96,21.0
SUP_029,2024-11-05,logistique,6,6.0,8.11,4.0
SUP_016,2024-11-05,non_alimentaire,15,12.0,15.44,7.0
SUP_054,2024-11-05,non_alimentaire,8,8.0,16.42,2.0
SUP_016,2024-11-05,alimentaire,9,9.0,3.0,21.0
SUP_076,2024-11-05,non_alimentaire,18,18.0,15.1,3.0
SUP_010,2024-11-05,alimentaire,6,6.0,3.54,7.0
SUP_059,2024-11-05,non_alimentaire,14,14.0,,7.0
SUP_041,2024-11-05,non_alimentaire,5,5.0,14.93,5.0
SUP_029,2024-11-05,non_alimentaire,14,14.0,15.2,6.0
SUP_080,2024-11-05,non_alimentaire,14,14.0,15.11,13.0
SUP_050,2024-11-05,alimentaire,4,4.0,3.22,11.0
SUP_035,2024-11-05,alimentaire,9,12.0,3.28,2.0
SUP_069,2024-11-05,alimentaire,6,6.0,2.89,11.0
SUP_065,2024-11-05,alimentaire,10,8.0,3.07,11.0
SUP_030,2024-11-05,alimentaire,7,4.0,3.23,4.0
SUP_067,2024-11-05,non_alimentaire,7,7.0,15.22,6.0
SUP_010,2024-11-05,alimentaire,8,11.0,2.83,14.0
SUP_022,2024-11-05,alimentaire,7,7.0,3.08,6.0
SUP_070,2024-11-05,alimentaire,6,11.0,3.83,16.0
SUP_010,2024-11-05,alimentaire,5,5.0,2.81,5.0
SUP_052,2024-11-05,alimentaire,10,11.0,2.92,8.0
SUP_059,2024-11-05,alimentaire,3,4.0,3.13,8.0
SUP_040,2024-11-05,alimentaire,10,10.0,2.97,20.0
SUP_007,2024-11-05,non_alimentaire,16,16.0,15.11,9.0
SUP_015,2024-11-05,alimentaire,7,7.0,3.3,22.0
SUP_043,2024-11-05,non_alimentaire,10,11.0,15.97,3.0
SUP_060,2024-11-06,alimentaire,2,0.0,3.11,8.0
SUP_013,2024-11-06,non_alimentaire,6,6.0,13.67,7.0
SUP_018,2024-11-06,non_alimentaire,16,17.0,15.11,22.0
SUP_060,2024-11-06,non_alimentaire,15,15.0,15.77,4.0
